rank,address,display_name,account_value,vlm_week,vlm_month,pnl_month,activity_score
179,0xe86351e0f69bd808def36e7bb2f9107443838bb8,,902092.442759,107274580.92,229032982.68,95470.569948,336307563.6
180,0xab09b1f92211e828081200fe0390c3d422dbe403,,5356720.136430999,95267206.23,241013524.41000003,1053002.732136,336280730.64000005
181,0x870e06945a0a374acf3da645cdec29bbffa75a6e,,90748.040878,135199937.19,199716600.21,139356.459296,334916537.4
182,0xe31501c472d557bfa145ce105d325fb2dd4cb867,,949613.861269,55305746.33,276615330.13,318755.55371,331921076.46
183,0x6ab3af472fd676fdde0a13f6736b0ac64356bb06,,3861552.3125920002,102827488.15000004,228383312.46999997,152363.048416,331210800.62
184,0x9c68cd0568eb47bad36ecd8090e6c1d1396a7783,,1157179.8219009999,96878676.62,231254709.31,291430.96651,328133385.93
185,0xe10aecac2f65a20b3aeed6a4298f0b7f4db461b3,,750141.625697,98228138.63,229625562.41,447984.034891,327853701.03999996
186,0xa6a1140c06c35619038823f58a54f25eb33c29eb,,3693134.917914,67888656.92000002,259583256.49000004,588598.7646679999,327471913.4100001
187,0x1081e214bd6f0137234b92432d9b6033b88965b7,,679706.454189,64291047.15,259187507.13,297626.236568,323478554.28
188,0x4025d75db7a13e25dc6305ac00cc1c849f26b7c9,,370594.501672,76715620.58,241292761.91000003,484130.001583,318008382.49
189,0x931153baac031d055389b41d12cd32c9bf0ae7a3,,500000.331218,74964871.89,242517172.28,-660978.882081,317482044.17
190,0x13202749cc33ecdb3a5e161f434f31c09ba35806,,159816.834072,141568685.26,174348241.88,153362.684815,315916927.14
191,0xfba7c3e68638fda0a13994ddb6733cbd016ec826,kko,174108.928148,113418345.53,198718462.27,17168.326645,312136807.8
192,0xcbeca4cdbfd889186f55fc2a1c83ecc70d18ef3b,,78718.109975,44964185.54,263609733.37,-150007.46674,308573918.91
193,0xbf732ea04197942783e34730ed6e0f6099575d58,,843932.7072859999,119763923.31,187858821.39,1407783.848966,307622744.7
194,0x2a0cfbc3fe8359f03b7cc77a977452c210b1d082,,12261.161467,33716954.46,269168122.66,46883.042717,302885077.12
195,0xd47587702a91731dc1089b5db0932cf820151a91,,42628882.584853,32642968.14,266619550.05,-26232338.985919002,299262518.19
196,0x92772bb3c161c573717865e59de038821935376c,,190699.893809,8775139.37,290367780.96,-524284.777381,299142920.33
197,0x14f7d1fa2b6764221e0e52f4f35e97613259c1a2,,1e-06,0.0,298047761.95,-93035.799999,298047761.95
198,0x64a4fbb71858f681f3fa10a42b34180a9a48088d,,21993781.452693,30265399.409999996,266792616.74,-6816935.427451001,297058016.15
199,0x85e14c3f5f5151f7d8acac2d001ef050fab63de4,,199999.997858,142685647.24,152816702.48,522975.74,295502349.72
200,0x680fb3ad5abf98c544df2e651e959933a37e4e1e,,0.730514,130448420.75,164226407.85,-331456.889486,294674828.6
201,0xde4f08ab6bfd4bfa2c80844e13187c5b6004bed8,,2e-06,138421244.64,155670987.16,-906408.529998,294092231.79999995
202,0x408d807d1dbb778f59a9c088e56d4c27bdd362ac,,125422.166716,6571597.46,287146466.72,-254777.903499,293718064.18
203,0x60468ba27448f88b19f52ed02f1a8c52f7a0b21d,,3082841.912804,145842295.92,145842295.92,-2564156.487196,291684591.84
204,0x62f82c3ef1da6093118fadb29090c4e3263f02e6,,2363580.397275,145457625.87,145457625.87,-176347.59,290915251.74
205,0x72655b3926db3afbe914a53b0604905af7ce11a5,,4772789.235645,105621970.81,184491509.75,1233416.627923,290113480.56
206,0xb7e0b9fbc9479330d70bcc82a7d4325a20e8d1aa,,5038125.125096,96360686.13,193192389.62,4578588.867883,289553075.75
207,0x53d46373a2431cb7d79da4dfa4a2739cc53dd6d8,,38972.062576,132999218.73,153847129.46,12703.902576,286846348.19
